query,frequency_current,timestamp_current,frequency_previous,timestamp_previous,growthRate,category
spring wool blazer turtleneck oxford cardigan,0.0,,100.0,2024-03-05,-0.99,fashion
spring wool blazer wrap skirt soft pink jeans,0.0,,128.0,2024-03-13,-0.99,fashion
spring wool blazer wrap skirt soft pink pants,0.0,,102.0,2024-03-02,-0.99,fashion
spring wool blouse,111.0,2025-03-23,62.0,2024-03-17,0.78,accessories
spring wool bomber jacket,74.0,2025-03-21,0.0,,74.0,fashion
spring wool boots,0.0,,52.0,2024-03-20,-0.98,footwear
spring wool cardigan olive shorts,0.0,,65.0,2024-03-25,-0.98,fashion
spring wool coat,246.0,2025-03-16,0.0,,246.0,fashion
spring wool cotton linen pullover,0.0,,86.0,2024-03-02,-0.99,accessories
spring wool cotton trendy sandals,99.0,2025-03-27,0.0,,99.0,footwear
spring wool cotton women leggings,0.0,,140.0,2024-03-07,-0.99,fashion
spring wool crop top,84.0,2025-03-21,120.0,2024-03-06,-0.3,fashion
spring wool cropped floral leggings,133.0,2025-03-04,0.0,,133.0,fashion
spring wool cropped new heels,0.0,,101.0,2024-03-24,-0.99,footwear
spring wool dress,0.0,,78.0,2024-03-06,-0.99,fashion
spring wool fall cardigan romper,0.0,,121.0,2024-03-17,-0.99,fashion
spring wool fall olive romper,59.0,2025-03-27,0.0,,59.0,fashion
spring wool fall sleeveless bomber jacket,85.0,2025-03-21,0.0,,85.0,fashion
spring wool flats,0.0,,271.0,2024-03-24,-1.0,footwear
spring wool floral beige blouse,119.0,2025-03-13,0.0,,119.0,accessories
spring wool floral beige parka,80.0,2025-03-03,0.0,,80.0,accessories
spring wool floral organic jacket,113.0,2025-03-19,0.0,,113.0,fashion
spring wool heels,72.0,2025-03-31,85.0,2024-03-15,-0.15,footwear
spring wool highwaisted lowrise blouse,95.0,2025-03-28,0.0,,95.0,accessories
spring wool highwaisted summer dress,0.0,,52.0,2024-03-08,-0.98,fashion
spring wool highwaisted summer hoodie,0.0,,62.0,2024-03-17,-0.98,fashion
spring wool hoodie,0.0,,105.0,2024-03-16,-0.99,fashion
spring wool jumpsuit,131.0,2025-03-31,62.0,2024-03-07,1.1,fashion
spring wool leather new dress,0.0,,121.0,2024-03-08,-0.99,fashion
spring wool leather sleeveless romper,0.0,,134.0,2024-03-04,-0.99,fashion
spring wool leggings,65.0,2025-03-09,0.0,,65.0,fashion
spring wool linen fall tshirt,72.0,2025-03-07,0.0,,72.0,fashion
spring wool linen oversized shorts,118.0,2025-03-03,0.0,,118.0,fashion
spring wool linen women shorts,118.0,2025-03-09,0.0,,118.0,fashion
spring wool longline cardigan coat,0.0,,100.0,2024-03-30,-0.99,fashion
spring wool longline olive jacket,0.0,,79.0,2024-03-04,-0.99,fashion
spring wool longline skirt,99.0,2025-03-25,0.0,,99.0,fashion
spring wool longline vintage slides,92.0,2025-03-29,0.0,,92.0,accessories
spring wool longline white parka,0.0,,119.0,2024-03-03,-0.99,accessories
spring wool loose cotton boots,0.0,,124.0,2024-03-11,-0.99,footwear
spring wool men midrise bomber jacket,0.0,,108.0,2024-03-25,-0.99,fashion
spring wool men winter tshirt,112.0,2025-03-30,0.0,,112.0,fashion
spring wool midrise summer boots,126.0,2025-03-14,0.0,,126.0,footwear
spring wool navy leather blouse,0.0,,80.0,2024-03-27,-0.99,accessories
spring wool navy oversized tshirt,0.0,,75.0,2024-03-15,-0.99,fashion
spring wool olive linen jeans,115.0,2025-03-03,0.0,,115.0,fashion
spring wool olive summer sandals,0.0,,147.0,2024-03-13,-0.99,footwear
spring wool organic cropped shirt,143.0,2025-03-16,0.0,,143.0,fashion
spring wool organic sleeveless bomber jacket,0.0,,96.0,2024-03-12,-0.99,fashion
spring wool organic tall leggings,0.0,,52.0,2024-03-29,-0.98,fashion
spring wool oversized olive sandals,131.0,2025-03-28,0.0,,131.0,footwear
spring wool oversized trendy blouse,131.0,2025-03-05,0.0,,131.0,accessories
spring wool parka,133.0,2025-03-08,0.0,,133.0,accessories
spring wool pastel boots,0.0,,62.0,2024-03-02,-0.98,footwear
spring wool pastel olive trench coat,0.0,,78.0,2024-03-04,-0.99,fashion
spring wool pastel slim fit shorts,80.0,2025-03-25,0.0,,80.0,fashion
spring wool pastel spring parka,0.0,,110.0,2024-03-13,-0.99,accessories
spring wool petite leather jacket,87.0,2025-03-28,0.0,,87.0,fashion
spring wool petite winter coat,0.0,,59.0,2024-03-11,-0.98,fashion
spring wool plus size lowrise pants,0.0,,146.0,2024-03-01,-0.99,fashion
spring wool plus size men jacket,0.0,,73.0,2024-03-18,-0.99,fashion
spring wool plus size midrise loafer,147.0,2025-03-08,0.0,,147.0,accessories
spring wool plus size spring hoodie,0.0,,87.0,2024-03-17,-0.99,fashion
spring wool printed black hoodie,0.0,,137.0,2024-03-02,-0.99,fashion
spring wool printed lightweight leggings,0.0,,81.0,2024-03-04,-0.99,fashion
spring wool printed petite jacket,129.0,2025-03-01,0.0,,129.0,fashion
spring wool printed white shirt,0.0,,121.0,2024-03-18,-0.99,fashion
spring wool pullover,81.0,2025-03-08,85.0,2024-03-10,-0.05,accessories
spring wool romper,269.0,2025-03-04,89.0,2024-03-27,2.0,fashion
spring wool shirt,70.0,2025-03-25,0.0,,70.0,fashion
spring wool sleeveless cropped blouse,115.0,2025-03-15,0.0,,115.0,accessories
spring wool sleeveless trendy slides,135.0,2025-03-25,0.0,,135.0,accessories
spring wool slim fit cropped romper,0.0,,136.0,2024-03-16,-0.99,fashion
spring wool slim fit summer crop top,99.0,2025-03-05,0.0,,99.0,fashion
spring wool solid fitted loafer,0.0,,52.0,2024-03-02,-0.98,accessories
spring wool spring denim bomber jacket,0.0,,89.0,2024-03-30,-0.99,fashion
spring wool spring olive parka,0.0,,76.0,2024-03-14,-0.99,accessories
spring wool spring pastel loafer,75.0,2025-03-05,0.0,,75.0,accessories
spring wool spring sleeveless hoodie,0.0,,146.0,2024-03-01,-0.99,fashion
spring wool striped summer sweater,0.0,,58.0,2024-03-01,-0.98,fashion
spring wool striped vintage sweater,0.0,,54.0,2024-03-14,-0.98,fashion
spring wool summer black sandals,0.0,,76.0,2024-03-13,-0.99,footwear
spring wool summer floral sneakers,0.0,,68.0,2024-03-23,-0.99,footwear
spring wool summer men jumpsuit,0.0,,149.0,2024-03-09,-0.99,fashion
spring wool summer sleeveless tshirt,140.0,2025-03-02,0.0,,140.0,fashion
spring wool sweater,242.0,2025-03-01,0.0,,242.0,fashion
spring wool tall cardigan parka,0.0,,63.0,2024-03-09,-0.98,accessories
spring wool tall plaid shorts,0.0,,139.0,2024-03-07,-0.99,fashion
spring wool tall spring skirt,0.0,,89.0,2024-03-13,-0.99,fashion
spring wool tall white windbreaker,0.0,,96.0,2024-03-19,-0.99,accessories
spring wool tall women crop top,0.0,,53.0,2024-03-24,-0.98,fashion
spring wool transitional navy bomber jacket,0.0,,115.0,2024-03-12,-0.99,fashion
spring wool transitional winter coat,108.0,2025-03-22,0.0,,108.0,fashion
spring wool trench coat,0.0,,80.0,2024-03-19,-0.99,fashion
spring wool tshirt,0.0,,236.0,2024-03-01,-1.0,fashion
spring wool unisex midrise cardigan,74.0,2025-03-17,0.0,,74.0,accessories
spring wool vintage fall shorts,73.0,2025-03-02,0.0,,73.0,fashion
spring wool vintage floral shorts,0.0,,92.0,2024-03-04,-0.99,fashion
spring wool vintage pastel bomber jacket,0.0,,138.0,2024-03-02,-0.99,fashion
spring wool white beige dress,144.0,2025-03-10,0.0,,144.0,fashion
spring wool white printed jeans,0.0,,112.0,2024-03-04,-0.99,fashion
spring wool white unisex bomber jacket,98.0,2025-03-12,0.0,,98.0,fashion
spring wool windbreaker,135.0,2025-03-06,89.0,2024-03-02,0.51,accessories
spring wool winter beige skirt,0.0,,75.0,2024-03-31,-0.99,fashion
spring wool winter bomber jacket parka,0.0,,121.0,2024-03-14,-0.99,fashion
spring wool winter denim windbreaker,124.0,2025-03-04,0.0,,124.0,fashion
spring wool winter oversized parka,0.0,,60.0,2024-03-03,-0.98,accessories
spring wrap skirt bucket hat floral dress shirt,139.0,2025-03-09,0.0,,139.0,fashion
spring wrap skirt floral dress bucket hat jeans,144.0,2025-03-18,0.0,,144.0,fashion
spring wrap skirt leggings,0.0,,144.0,2024-03-27,-0.99,fashion
spring wrap skirt slides,133.0,2025-03-25,0.0,,133.0,fashion
spring wrap skirt soft pink oxford parka,114.0,2025-03-18,0.0,,114.0,fashion
spring wrap skirt soft pink wool blazer shirt,0.0,,105.0,2024-03-16,-0.99,fashion
spring wrap skirt turtleneck soft pink leggings,91.0,2025-03-07,0.0,,91.0,fashion
statement accessory,319.0,2025-03-02,0.0,,319.0,misc
statement accessory bold layering sports bra jacket,86.0,2025-03-21,0.0,,86.0,fashion
statement accessory coat,93.0,2025-03-01,0.0,,93.0,fashion
statement accessory dress,0.0,,69.0,2024-03-16,-0.99,fashion
statement accessory matching set sports bra romper,0.0,,64.0,2024-03-25,-0.98,fashion
statement accessory pants,0.0,,127.0,2024-03-29,-0.99,fashion
statement accessory shirt,58.0,2025-03-26,0.0,,58.0,fashion
statement accessory shorts,0.0,,83.0,2024-03-31,-0.99,fashion
stockings,94.0,2025-03-24,220.0,2024-03-01,-0.57,misc
stockings blouse,67.0,2025-03-14,0.0,,67.0,misc
stockings boots,101.0,2025-03-09,0.0,,101.0,footwear
stockings bows lace blouse,117.0,2025-03-10,0.0,,117.0,misc
stockings bows lace jacket,0.0,,117.0,2024-03-24,-0.99,fashion
stockings bows lace pullover,67.0,2025-03-16,0.0,,67.0,misc
stockings crop top,64.0,2025-03-09,0.0,,64.0,fashion
stockings jacket,0.0,,126.0,2024-03-14,-0.99,fashion
stockings lace bows boots,113.0,2025-03-10,0.0,,113.0,footwear
stockings lace camel coat dress,69.0,2025-03-06,0.0,,69.0,fashion
stockings lace wings leggings,60.0,2025-03-11,0.0,,60.0,fashion
stockings mesh wings shorts,0.0,,142.0,2024-03-21,-0.99,fashion
stockings pants,0.0,,65.0,2024-03-17,-0.98,fashion
stockings tailored trousers lace jacket,0.0,,133.0,2024-03-06,-0.99,fashion
stockings tshirt,185.0,2025-03-16,0.0,,185.0,fashion
straw bag bucket hat linen pants parka,0.0,,116.0,2024-03-15,-0.99,fashion
straw bag cardigan,0.0,,64.0,2024-03-26,-0.98,accessories
straw bag floral dress milkmaid blouse romper,0.0,,136.0,2024-03-25,-0.99,fashion
straw bag leg warmers milkmaid blouse skirt,137.0,2025-03-12,0.0,,137.0,fashion
straw bag parka,62.0,2025-03-26,82.0,2024-03-26,-0.24,accessories
striped,1728.0,2025-03-01,2138.0,2024-03-04,-0.19,misc
striped blouse,253.0,2025-03-09,239.0,2024-03-16,0.06,misc
striped bomber jacket,77.0,2025-03-14,0.0,,77.0,fashion
striped bomber jacket vintage heels,0.0,,140.0,2024-03-02,-0.99,fashion
striped boots,81.0,2025-03-10,0.0,,81.0,footwear
striped cardigan,75.0,2025-03-27,119.0,2024-03-30,-0.37,misc
striped coat,53.0,2025-03-26,335.0,2024-03-02,-0.84,fashion
striped crop top,0.0,,96.0,2024-03-21,-0.99,fashion
striped dress,205.0,2025-03-07,0.0,,205.0,fashion
striped fall tall coat,121.0,2025-03-07,0.0,,121.0,fashion
striped fitted plaid jacket,0.0,,86.0,2024-03-20,-0.99,fashion
striped flats,128.0,2025-03-25,0.0,,128.0,footwear
striped floral midrise boots,0.0,,149.0,2024-03-16,-0.99,footwear
striped heels,0.0,,194.0,2024-03-05,-0.99,footwear
striped hoodie,246.0,2025-03-06,0.0,,246.0,fashion
striped jacket,392.0,2025-03-13,0.0,,392.0,fashion
striped jeans,86.0,2025-03-16,83.0,2024-03-04,0.04,fashion
striped jumpsuit,0.0,,70.0,2024-03-24,-0.99,fashion
striped leather unisex parka,92.0,2025-03-17,0.0,,92.0,misc
striped loafer,161.0,2025-03-11,0.0,,161.0,misc
striped men midrise boots,0.0,,92.0,2024-03-24,-0.99,footwear
striped men minimalist sandals,0.0,,125.0,2024-03-28,-0.99,footwear
striped men pastel bomber jacket,0.0,,121.0,2024-03-12,-0.99,fashion
striped midrise fall jacket,0.0,,57.0,2024-03-22,-0.98,fashion
striped minimalist denim jacket,119.0,2025-03-02,0.0,,119.0,fashion
striped new lowrise flats,0.0,,60.0,2024-03-06,-0.98,footwear
striped olive fall leggings,0.0,,149.0,2024-03-28,-0.99,fashion
striped olive vintage blouse,0.0,,77.0,2024-03-10,-0.99,misc
striped organic bomber jacket crop top,134.0,2025-03-19,0.0,,134.0,fashion
striped pants,135.0,2025-03-27,0.0,,135.0,fashion
striped parka,109.0,2025-03-14,69.0,2024-03-08,0.57,misc
striped petite leather shirt,143.0,2025-03-01,0.0,,143.0,fashion
striped pullover,0.0,,56.0,2024-03-18,-0.98,misc
striped romper,62.0,2025-03-05,446.0,2024-03-12,-0.86,fashion
striped sandals,78.0,2025-03-05,0.0,,78.0,footwear
striped shirt,75.0,2025-03-09,354.0,2024-03-09,-0.79,fashion
striped shorts,54.0,2025-03-28,229.0,2024-03-07,-0.76,fashion
striped skirt,57.0,2025-03-01,265.0,2024-03-10,-0.78,fashion
striped slides,0.0,,401.0,2024-03-01,-1.0,misc
striped slim fit pastel jeans,133.0,2025-03-27,0.0,,133.0,fashion
striped sneakers,410.0,2025-03-01,212.0,2024-03-01,0.93,footwear
striped summer olive windbreaker,0.0,,116.0,2024-03-17,-0.99,misc
striped summer oversized blouse,102.0,2025-03-02,0.0,,102.0,misc
striped sweater,208.0,2025-03-03,0.0,,208.0,fashion
striped tall cardigan sandals,0.0,,75.0,2024-03-20,-0.99,footwear
striped tank top,184.0,2025-03-18,0.0,,184.0,fashion
striped trench coat,179.0,2025-03-05,51.0,2024-03-10,2.46,fashion
striped trendy printed pants,57.0,2025-03-23,0.0,,57.0,fashion
striped trendy transitional tank top,127.0,2025-03-03,0.0,,127.0,fashion
striped vintage beige jumpsuit,111.0,2025-03-02,0.0,,111.0,fashion
striped windbreaker,144.0,2025-03-11,141.0,2024-03-28,0.02,misc
structured blouse,141.0,2025-03-25,206.0,2024-03-04,-0.31,misc
structured blouse bomber jacket,142.0,2025-03-09,0.0,,142.0,fashion
structured blouse chrome iridescent jacket bomber jacket,63.0,2025-03-13,0.0,,63.0,fashion
structured blouse chrome iridescent jacket jacket,57.0,2025-03-04,0.0,,57.0,fashion
structured blouse chrome pencil skirt skirt,106.0,2025-03-23,0.0,,106.0,fashion
structured blouse coat,135.0,2025-03-13,0.0,,135.0,fashion
structured blouse corset pumps shorts,0.0,,90.0,2024-03-28,-0.99,fashion
structured blouse fur coat pumps dress,0.0,,117.0,2024-03-29,-0.99,fashion
structured blouse holo pants pumps windbreaker,0.0,,108.0,2024-03-29,-0.99,fashion
structured blouse iridescent jacket chrome shirt,0.0,,142.0,2024-03-17,-0.99,fashion
structured blouse jumpsuit,0.0,,82.0,2024-03-31,-0.99,fashion
structured blouse pants,0.0,,264.0,2024-03-17,-1.0,fashion
structured blouse parka,0.0,,131.0,2024-03-12,-0.99,misc
structured blouse pencil skirt corset windbreaker,50.0,2025-03-09,0.0,,50.0,fashion
structured blouse pencil skirt iridescent jacket shirt,71.0,2025-03-29,0.0,,71.0,fashion
structured blouse pencil skirt leopard print sweater,0.0,,112.0,2024-03-24,-0.99,fashion
structured blouse pencil skirt pumps jeans,133.0,2025-03-12,0.0,,133.0,fashion
structured blouse pullover,128.0,2025-03-03,0.0,,128.0,misc
structured blouse pumps velvet boots,100.0,2025-03-08,0.0,,100.0,footwear
structured blouse sandals,72.0,2025-03-09,0.0,,72.0,footwear
structured blouse skirt,51.0,2025-03-29,0.0,,51.0,fashion
structured blouse trench coat,76.0,2025-03-10,0.0,,76.0,fashion
summer,8244.0,2025-03-01,8247.0,2024-03-01,-0.0,misc
summer beige cardigan jumpsuit,0.0,,85.0,2024-03-06,-0.99,fashion
summer beige cardigan tshirt,131.0,2025-03-25,0.0,,131.0,fashion
summer beige organic crop top,0.0,,141.0,2024-03-01,-0.99,fashion
summer beige petite pants,80.0,2025-03-15,0.0,,80.0,fashion
summer beige striped bomber jacket,0.0,,92.0,2024-03-16,-0.99,fashion
summer black fitted shirt,0.0,,145.0,2024-03-17,-0.99,fashion
summer blouse,141.0,2025-03-12,132.0,2024-03-06,0.07,misc
summer bomber jacket,85.0,2025-03-19,88.0,2024-03-12,-0.03,fashion
summer bomber jacket spring blouse,83.0,2025-03-21,0.0,,83.0,fashion
summer bomber jacket spring windbreaker,0.0,,68.0,2024-03-24,-0.99,fashion
summer bomber jacket striped skirt,58.0,2025-03-28,0.0,,58.0,fashion
summer bomber jacket unisex bomber jacket,56.0,2025-03-25,0.0,,56.0,fashion
summer boots,0.0,,210.0,2024-03-19,-1.0,footwear
summer cardigan,0.0,,54.0,2024-03-24,-0.98,misc
summer cardigan plaid jeans,81.0,2025-03-16,0.0,,81.0,fashion
summer cardigan white hoodie,0.0,,81.0,2024-03-19,-0.99,fashion
summer coat,232.0,2025-03-20,110.0,2024-03-05,1.1,fashion
summer cotton floral flats,148.0,2025-03-18,0.0,,148.0,footwear
summer cotton minimalist sandals,135.0,2025-03-22,0.0,,135.0,footwear
summer cotton trendy loafer,0.0,,117.0,2024-03-29,-0.99,misc
summer crop top,94.0,2025-03-09,203.0,2024-03-01,-0.53,fashion
summer cropped oversized blouse,0.0,,55.0,2024-03-07,-0.98,misc
summer cropped petite pants,0.0,,141.0,2024-03-28,-0.99,fashion
summer denim solid bomber jacket,0.0,,110.0,2024-03-17,-0.99,fashion
summer fall cotton shorts,105.0,2025-03-31,0.0,,105.0,fashion
summer fall highwaisted jeans,0.0,,99.0,2024-03-22,-0.99,fashion
summer fall sleeveless sandals,144.0,2025-03-29,0.0,,144.0,footwear
summer fitted cardigan jeans,0.0,,79.0,2024-03-01,-0.99,fashion
summer fitted striped pullover,71.0,2025-03-03,0.0,,71.0,misc
summer fitted trendy jeans,0.0,,82.0,2024-03-22,-0.99,fashion
summer fitted unisex jacket,100.0,2025-03-30,0.0,,100.0,fashion
summer flats,62.0,2025-03-24,0.0,,62.0,footwear
summer floral midrise jacket,0.0,,124.0,2024-03-28,-0.99,fashion
summer floral new windbreaker,0.0,,77.0,2024-03-25,-0.99,misc
summer floral olive jumpsuit,92.0,2025-03-27,0.0,,92.0,fashion
summer floral plus size parka,137.0,2025-03-28,0.0,,137.0,misc
summer floral sleeveless crop top,0.0,,56.0,2024-03-30,-0.98,fashion
summer floral sleeveless tshirt,74.0,2025-03-17,0.0,,74.0,fashion
summer heels,217.0,2025-03-17,0.0,,217.0,footwear
summer highwaisted men sweater,0.0,,68.0,2024-03-16,-0.99,fashion
summer highwaisted new shirt,77.0,2025-03-22,0.0,,77.0,fashion
summer highwaisted spring sneakers,143.0,2025-03-17,0.0,,143.0,footwear
summer highwaisted wool sweater,137.0,2025-03-03,0.0,,137.0,fashion
summer hoodie,0.0,,138.0,2024-03-31,-0.99,fashion
summer jacket,97.0,2025-03-27,115.0,2024-03-19,-0.16,fashion
summer jeans,53.0,2025-03-29,130.0,2024-03-19,-0.59,fashion
summer leggings,106.0,2025-03-28,91.0,2024-03-18,0.16,fashion
summer linen cardigan trench coat,143.0,2025-03-01,0.0,,143.0,fashion
summer linen lightweight shirt,102.0,2025-03-31,0.0,,102.0,fashion
summer loafer,195.0,2025-03-16,229.0,2024-03-21,-0.15,misc
summer longline spring windbreaker,116.0,2025-03-24,0.0,,116.0,accessories
summer loose vintage parka,117.0,2025-03-05,0.0,,117.0,misc
summer lowrise cardigan heels,0.0,,128.0,2024-03-24,-0.99,footwear
summer lowrise midrise coat,0.0,,55.0,2024-03-20,-0.98,fashion
summer lowrise plaid sweater,148.0,2025-03-22,0.0,,148.0,fashion
summer midrise black sneakers,121.0,2025-03-16,0.0,,121.0,footwear
summer midrise white sweater,0.0,,74.0,2024-03-22,-0.99,fashion
summer midrise winter pullover,0.0,,142.0,2024-03-25,-0.99,misc
summer midrise wool flats,0.0,,100.0,2024-03-11,-0.99,footwear
summer minimalist spring romper,0.0,,108.0,2024-03-14,-0.99,fashion
summer navy fall jumpsuit,0.0,,140.0,2024-03-06,-0.99,fashion
summer navy transitional crop top,0.0,,70.0,2024-03-16,-0.99,fashion
summer new solid slides,55.0,2025-03-19,0.0,,55.0,misc
summer olive plus size parka,0.0,,104.0,2024-03-04,-0.99,misc
summer organic bomber jacket sweater,0.0,,144.0,2024-03-06,-0.99,fashion
summer organic longline tshirt,0.0,,140.0,2024-03-12,-0.99,fashion
summer oversized lightweight trench coat,91.0,2025-03-17,0.0,,91.0,fashion
summer oversized new sweater,78.0,2025-03-25,0.0,,78.0,fashion
