searchTerm,growthRate,category
white leggings,-10.06,fashion
cropped leggings,-10.07,fashion
men dress,-10.28,fashion
spring floral shirt,-10.39,fashion
solid pants,-10.57,fashion
oversized cardigan,-10.6,misc
slim fit cardigan,-10.62,misc
midrise,-10.64,misc
spring beige leggings,-10.87,fashion
plus size jumpsuit,-10.87,fashion
plus size slides,-10.89,misc
soft pink,-10.95,misc
spring spring,-11.38,accessories
spring highwaisted pullover,-12.3,accessories
fall jumpsuit,-12.36,fashion
lightweight dress,-12.6,fashion
wool blazer oxford loafers jeans,-12.63,fashion
spring white jeans,-12.94,fashion
leather loafer,-13.04,misc
spring pastel jacket,-13.08,fashion
spring striped skirt,-13.18,fashion
spring women parka,-13.19,accessories
organic jumpsuit,-13.4,fashion
trainers flats,-13.85,footwear
white shirt,-13.89,fashion
oversized windbreaker,-13.92,misc
camel coat tailored trousers cashmere pullover,-14.07,fashion
spring olive sweater,-14.2,fashion
camel coat jacket,-14.29,fashion
printed hoodie,-14.29,fashion
spring striped,-14.29,accessories
winter,-14.77,misc
windbreaker,-14.77,misc
summer loafer,-14.78,misc
spring printed shirt,-14.88,fashion
spring minimalist dress,-15.04,fashion
lowrise,-15.07,misc
spring wool heels,-15.12,footwear
cotton skirt,-15.37,fashion
spring floral dress,-15.43,fashion
summer jacket,-15.52,fashion
women sandals,-16.08,footwear
spring corset gloves empire dress dress,-16.15,fashion
leggings,-16.28,fashion
oversized sandals,-16.39,footwear
black sandals,-16.47,footwear
spring trench coat,-16.99,fashion
spring printed coat,-17.02,fashion
bomber jacket sneakers,-17.04,fashion
spring floral skirt,-17.16,fashion
beige heels,-17.21,footwear
tall hoodie,-17.24,fashion
olive crop top,-17.24,fashion
floral sweater,-17.26,fashion
women tank top,-17.5,fashion
leopard print,-17.53,misc
bomber jacket pullover,-17.62,fashion
beige skirt,-17.72,fashion
cropped loafer,-17.8,misc
fall tank top,-17.81,fashion
fitted tshirt,-17.89,fashion
wool jeans,-17.92,fashion
white,-18.38,misc
longline sweater,-18.42,fashion
plaid sweater,-18.42,fashion
deep red leggings,-18.75,fashion
highwaisted romper,-18.91,fashion
spring bomber jacket dress,-18.98,fashion
unisex skirt,-19.02,fashion
striped,-19.17,misc
shorts,-19.21,fashion
floral crop top,-19.38,fashion
spring sleeveless,-19.47,accessories
midrise trench coat,-19.69,fashion
spring denim,-19.72,fashion
trendy skirt,-19.85,fashion
oversized tank top,-19.95,fashion
lowrise pullover,-20.0,misc
spring highwaisted bomber jacket,-20.0,fashion
spring beige,-20.0,accessories
jacket,-20.04,fashion
spring navy jumpsuit,-20.45,fashion
flats,-20.52,footwear
highwaisted crop top,-20.59,fashion
fall loafer,-20.7,misc
plaid hoodie,-20.86,fashion
spring transitional jumpsuit,-20.9,fashion
pullover,-21.3,misc
parka,-21.46,misc
jumpsuit,-22.25,fashion
spring printed parka,-22.39,accessories
olive hoodie,-22.5,fashion
unisex trench coat,-22.77,fashion
spring black sandals,-23.19,footwear
spring trendy pants,-23.31,fashion
spring black trench coat,-23.49,fashion
spring pastel flats,-23.57,footwear
spring highwaisted parka,-23.6,accessories
pants,-23.72,fashion
women flats,-23.78,footwear
denim coat,-23.85,fashion
spring minimalist sandals,-23.88,footwear
tall pants,-24.05,fashion
straw bag parka,-24.1,accessories
spring leggings,-24.13,fashion
sports bra,-24.14,fashion
neutral palette dress,-24.26,fashion
denim cardigan,-24.4,fashion
spring petite tank top,-24.46,fashion
bomber jacket jacket,-24.65,fashion
floral flats,-24.9,footwear
solid sneakers,-24.91,footwear
plaid,-24.96,misc
bomber jacket loafer,-25.0,fashion
winter pants,-25.25,fashion
plus size tank top,-25.29,fashion
spring spring sandals,-25.38,footwear
spring plus size pants,-25.56,fashion
transitional boots,-25.83,footwear
spring skirt,-25.96,fashion
floral blouse,-26.0,misc
spring unisex sneakers,-26.0,footwear
spring oversized sneakers,-26.09,footwear
platform heels sweater,-26.09,fashion
loose cardigan,-26.09,misc
spring parka,-26.11,accessories
spring cowboy boots,-26.17,footwear
men slides,-26.36,misc
unisex pants,-26.5,fashion
spring white crop top,-26.53,fashion
spring floral tshirt,-26.6,fashion
loafer,-26.61,misc
spring petite,-26.74,accessories
hoodie,-27.14,fashion
spring women windbreaker,-27.2,accessories
spring vintage parka,-27.2,accessories
black heels,-27.39,footwear
spring new bomber jacket,-27.41,fashion
spring striped jeans,-27.41,fashion
lowrise sweater,-27.42,fashion
spring striped sandals,-27.59,footwear
wool blouse,-27.59,misc
unisex shorts,-27.61,fashion
spring spring flats,-27.72,footwear
lightweight,-27.87,misc
women parka,-27.89,misc
women slides,-27.91,misc
organic boots,-28.06,footwear
trendy jeans,-28.3,fashion
white cardigan,-28.4,misc
spring plaid loafer,-28.45,accessories
black shirt,-28.65,fashion
solid romper,-28.68,fashion
glitter,-28.7,misc
denim crop top,-28.71,fashion
spring leather hoodie,-29.0,fashion
unisex,-29.09,misc
trendy loafer,-29.48,misc
vintage,-29.52,misc
pastel parka,-29.7,misc
spring bomber jacket hoodie,-29.73,fashion
new parka,-29.74,misc
spring wool crop top,-29.75,fashion
fitted shirt,-29.79,fashion
spring velvet shorts,-29.82,fashion
spring beige jeans,-30.0,fashion
turtleneck,-30.29,misc
printed,-30.66,misc
new sandals,-30.81,footwear
spring spring windbreaker,-30.95,accessories
black sweater,-31.07,fashion
olive bomber jacket,-31.08,fashion
spring windbreaker,-31.15,accessories
linen parka,-31.16,misc
leather,-31.26,misc
structured blouse,-31.4,misc
spring minimalist jeans,-31.4,fashion
cropped bomber jacket,-31.43,fashion
slim fit pants,-31.54,fashion
vintage cardigan,-31.63,misc
men tank top,-32.08,fashion
cotton coat,-32.47,fashion
minimalist trench coat,-32.57,fashion
spring navy cardigan,-32.75,accessories
hot pink,-32.77,misc
plus size romper,-32.79,fashion
men sneakers,-32.79,footwear
new pants,-32.91,fashion
organic romper,-32.93,fashion
bomber jacket slides,-32.99,fashion
spring winter blouse,-33.33,accessories
jeans,-33.36,fashion
transitional jeans,-33.57,fashion
spring summer,-33.63,accessories
hello kitty jeans,-33.67,fashion
linen trench coat,-33.72,fashion
trendy crop top,-33.79,fashion
lightweight shorts,-33.96,fashion
fall skirt,-34.34,fashion
spring white dress,-34.45,fashion
spring minimalist romper,-34.5,fashion
women shirt,-34.57,fashion
organic parka,-34.68,misc
deep red,-34.71,misc
spring cropped jumpsuit,-34.74,fashion
men loafer,-34.8,misc
highwaisted flats,-34.92,footwear
dyed hair,-34.96,misc
organic sandals,-35.05,footwear
black pants,-35.05,fashion
minimalist jeans,-35.2,fashion
floral leggings,-35.24,fashion
romper,-35.57,fashion
sweater vest,-35.86,fashion
blouse,-35.97,misc
fall,-35.97,misc
spring loose coat,-36.05,fashion
slim fit slides,-36.07,misc
highwaisted loafer,-36.14,misc
winter windbreaker,-36.27,misc
denim leggings,-36.47,fashion
striped cardigan,-36.67,misc
floral slides,-36.73,misc
highwaisted cardigan,-36.73,misc
camel coat jumpsuit,-36.78,fashion
leather shirt,-36.87,fashion
spring plus size,-36.9,accessories
fitted windbreaker,-36.99,misc
spring cardigan sneakers,-37.07,footwear
lux leather,-37.17,misc
longline hoodie,-37.19,fashion
trendy tank top,-37.24,fashion
solid jeans,-37.74,fashion
tall shorts,-37.8,fashion
lowrise tank top,-37.99,fashion
longline windbreaker,-38.32,misc
trendy parka,-38.46,misc
spring linen dress,-38.46,fashion
spring new crop top,-38.66,fashion
navy bomber jacket,-38.66,fashion
new romper,-38.95,fashion
sleeveless bomber jacket,-39.47,fashion
sleeveless sweater,-39.63,fashion
spring midrise heels,-39.81,footwear
cropped skirt,-39.86,fashion
olive shirt,-40.0,fashion
plaid parka,-40.11,misc
spring tall blouse,-40.18,accessories
oversized shirt,-40.2,fashion
lowrise jeans,-40.4,fashion
spring transitional sweater,-40.4,fashion
wool shorts,-40.43,fashion
spring fall sweater,-40.68,fashion
spring bomber jacket shirt,-40.88,fashion
spring spring romper,-41.02,fashion
spring bomber jacket parka,-41.13,fashion
spring pullover,-41.17,accessories
spring transitional shirt,-41.28,fashion
men jacket,-41.36,fashion
shirt,-41.51,fashion
beige shorts,-41.83,fashion
sleeveless leggings,-42.04,fashion
thermal,-42.04,misc
black crop top,-42.11,fashion
spring pants,-42.29,fashion
platform heels,-42.44,footwear
men blouse,-42.47,misc
floral loafer,-42.72,misc
slim fit loafer,-42.77,misc
spring highwaisted,-42.78,accessories
spring petite leggings,-42.86,fashion
minimalist slides,-42.92,misc
mesh,-43.12,misc
floral windbreaker,-43.4,misc
spring plus size hoodie,-43.48,fashion
corset,-43.56,fashion
spring slim fit cardigan,-43.75,accessories
spring leather crop top,-43.84,fashion
linen pullover,-44.0,misc
women jacket,-44.0,fashion
petite tank top,-44.05,fashion
spring trendy sneakers,-44.14,footwear
spring loose loafer,-44.26,accessories
cotton sandals,-44.44,footwear
loose windbreaker,-44.58,misc
wool bomber jacket,-44.59,fashion
spring floral cardigan,-44.63,accessories
spring pastel crop top,-44.71,fashion
neutral palette,-44.77,misc
spring glowy skin blouse,-45.08,accessories
plaid jeans,-45.32,fashion
spring cropped pants,-45.37,fashion
floral jumpsuit,-45.38,fashion
spring fall pullover,-45.53,accessories
beige coat,-45.66,fashion
plaid trench coat,-45.71,fashion
linen flats,-45.75,footwear
linen shirt,-45.81,fashion
spring unisex sandals,-46.12,footwear
olive windbreaker,-46.39,misc
lowrise romper,-46.54,fashion
beige slides,-46.58,misc
pastel windbreaker,-46.67,misc
spring transitional sneakers,-46.77,footwear
spring leather skirt,-46.79,fashion
transitional sneakers,-46.82,footwear
spring leather loafer,-47.1,accessories
new hoodie,-47.11,fashion
lowrise blouse,-47.12,misc
playful pattern,-47.51,misc
spring oversized,-47.64,accessories
spring cotton loafer,-47.89,accessories
spring chrome iridescent jacket holo pants slides,-47.9,fashion
spring minimalist heels,-48.01,footwear
lightweight tshirt,-48.18,fashion
tailored trousers pullover,-48.31,fashion
spring spring jumpsuit,-48.32,fashion
cardigan coat,-48.57,fashion
wool blazer dress,-48.77,fashion
cropped tshirt,-48.86,fashion
cotton tank top,-49.04,fashion
lowrise cardigan,-49.25,misc
plaid jumpsuit,-49.26,fashion
cropped heels,-49.31,footwear
flash photo,-49.32,misc
white jacket,-49.36,fashion
loose tshirt,-49.36,fashion
denim flats,-49.61,fashion
sleeveless romper,-49.62,fashion
sleeveless shirt,-49.63,fashion
highwaisted blouse,-49.77,misc
sleeveless parka,-50.0,misc
trendy,-50.02,misc
bright yellow,-50.13,misc
black pullover,-50.22,misc
spring highwaisted leggings,-50.23,fashion
minimalist romper,-50.25,fashion
oversized shorts,-50.28,fashion
spring oversized tank top,-50.42,fashion
white boots,-50.68,footwear
spring tall bomber jacket,-50.72,fashion
spring vintage shirt,-50.75,fashion
black bomber jacket,-50.75,fashion
cardigan slides,-50.96,misc
olive cardigan,-51.08,misc
women shorts,-51.52,fashion
floral boots,-51.61,footwear
petite trench coat,-51.82,fashion
sleeveless pullover,-51.83,misc
petite romper,-51.88,fashion
tall windbreaker,-51.94,misc
tall jacket,-52.0,fashion
slim fit tshirt,-52.08,fashion
spring black,-52.1,accessories
solid slides,-52.11,misc
fitted sweater,-52.16,fashion
cropped crop top,-52.21,fashion
solid jacket,-52.28,fashion
hot pink tank top,-52.31,fashion
spring fitted bomber jacket,-52.55,fashion
tall sandals,-52.73,footwear
longline pants,-52.96,fashion
spring sweater,-53.25,fashion
summer crop top,-53.43,fashion
vintage boots,-53.74,footwear
spring fall jeans,-53.85,fashion
oversized coat,-53.9,fashion
cardigan blouse,-54.02,misc
spring cotton dress,-54.03,fashion
longline sneakers,-54.09,footwear
floral hoodie,-54.11,fashion
spring white sandals,-54.26,footwear
plus size boots,-54.43,footwear
spring gold chain romper,-54.55,fashion
lightweight jacket,-54.72,fashion
slim fit skirt,-54.85,fashion
black lace pullover,-54.85,misc
spring shirt,-55.02,fashion
olive sneakers,-55.1,footwear
longline trench coat,-55.21,fashion
printed dress,-55.28,fashion
spring cropped romper,-55.4,fashion
denim pants,-55.46,fashion
summer pullover,-55.53,misc
printed loafer,-55.6,misc
spring highwaisted blouse,-56.25,accessories
spring beige bomber jacket,-56.34,fashion
spring cotton pullover,-56.67,accessories
spring women cardigan,-56.78,accessories
trendy cardigan,-57.01,misc
stockings,-57.01,misc
loose parka,-57.04,misc
slim fit pullover,-57.23,misc
spring transitional trench coat,-57.37,fashion
plaid jacket,-57.53,fashion
sleeveless slides,-57.55,misc
spring spring jacket,-57.55,fashion
black leggings,-57.59,fashion
pastel bomber jacket,-57.69,fashion
leather bomber jacket,-57.69,fashion
trendy shorts,-57.8,fashion
spring new heels,-57.84,footwear
spring floral crop top,-57.99,fashion
spring pastel,-58.0,accessories
plaid slides,-58.0,misc
fall hoodie,-58.24,fashion
oversized skirt,-58.33,fashion
olive dress,-58.37,fashion
spring cotton cardigan,-58.62,accessories
plus size loafer,-58.78,misc
summer jeans,-58.78,fashion
beige sandals,-59.05,footwear
solid hoodie,-59.27,fashion
slim fit flats,-59.38,footwear
slim fit heels,-59.52,footwear
spring olive jacket,-59.57,fashion
minimalist flats,-59.85,footwear
spring spring crop top,-60.06,fashion
floral dress,-60.24,fashion
spring navy sandals,-60.31,footwear
midrise leggings,-60.38,fashion
minimalist blouse,-60.42,misc
spring midrise,-60.45,accessories
black boots,-60.67,footwear
men coat,-60.94,fashion
spring sandals,-61.01,footwear
tall leggings,-61.11,fashion
sleeveless jacket,-61.18,fashion
fall dress,-61.19,fashion
leather skirt,-61.36,fashion
olive heels,-61.5,footwear
minimalist shorts,-61.51,fashion
bows,-61.56,misc
spring leather slides,-61.56,accessories
black slides,-61.58,misc
spring men dress,-61.63,fashion
fall shorts,-61.74,fashion
bomber jacket flats,-61.78,fashion
camel coat tailored trousers cashmere dress,-61.94,fashion
spring slim fit,-61.95,accessories
midrise skirt,-61.97,fashion
pastel shorts,-62.02,fashion
beige leggings,-62.04,fashion
linen jumpsuit,-62.04,fashion
printed pants,-62.18,fashion
plus size windbreaker,-62.5,misc
earth tone,-63.3,misc
cardigan crop top,-63.32,fashion
spring fitted sneakers,-63.6,footwear
wool cardigan,-63.71,misc
leather mini,-63.79,misc
men sweater,-63.85,fashion
sleeveless windbreaker,-63.9,misc
oversized jeans,-64.21,fashion
gold chain,-64.22,misc
floral sneakers,-64.27,footwear
cropped romper,-64.29,fashion
cropped jacket,-64.55,fashion
summer shirt,-64.63,fashion
unisex windbreaker,-64.83,misc
layered,-64.9,misc
linen crop top,-65.16,fashion
trendy sandals,-65.19,footwear
organic sweater,-65.34,fashion
lowrise tshirt,-65.37,fashion
cardigan romper,-65.49,fashion
new shirt,-65.5,fashion
highwaisted shirt,-65.56,fashion
organic windbreaker,-65.64,misc
plus size coat,-65.73,fashion
fall crop top,-65.82,fashion
spring organic leggings,-66.13,fashion
solid tshirt,-66.16,fashion
spring navy bomber jacket,-66.16,fashion
plus size skirt,-66.44,fashion
white loafer,-66.49,misc
solid heels,-66.52,footwear
solid trench coat,-66.52,fashion
plus size cardigan,-66.74,misc
spring beige shorts,-66.82,fashion
solid jumpsuit,-66.88,fashion
beige parka,-67.01,misc
tall crop top,-67.34,fashion
petite sweater,-67.57,fashion
pastel pants,-67.66,fashion
plaid sneakers,-67.69,footwear
camel coat,-67.95,fashion
highwaisted jumpsuit,-68.25,fashion
denim windbreaker,-68.44,fashion
fall shirt,-68.77,fashion
spring midrise blouse,-68.78,accessories
linen tank top,-68.9,fashion
plus size tshirt,-68.91,fashion
bomber jacket blouse,-69.07,fashion
vintage bomber jacket,-69.09,fashion
vintage romper,-69.48,fashion
spring highwaisted loafer,-69.51,accessories
spring organic skirt,-69.81,fashion
spring organic pants,-69.96,fashion
spring crop top,-70.01,fashion
